,Symbol,Owner,Relationship,Date,Cost,Number of Shares,Value,Total Shares,Filing,Type,Current_Price,200_Moving_Average
159,APEN,CPMG Inc,10% Owner,"Jul 17, 2020",$1.25,1200000,1500000,1707208,"Jul 21, 2020, 06:39 PM",buy,1.7899999618530273,2.406599997282028
160,APEN,CPMG Inc,10% Owner,"Jul 17, 2020",$1.25,400000,500000,415244,"Jul 21, 2020, 06:39 PM",buy,1.7899999618530273,2.406599997282028
161,EBF,CLEMENS BARBARA T,Director,"Jul 21, 2020",$16.82,1600,26912,7969,"Jul 21, 2020, 05:39 PM",buy,17.1200008392334,19.114900007247925
162,RSLS,"ARMISTICE CAPITAL, LLC",10% Owner,"Jul 17, 2020",$3.00,4500,13500,5302002,"Jul 21, 2020, 05:27 PM",buy,2.9000000953674316,5.4582504105567935
163,MITI,Diamond Lawrence M.,Chief Executive Officer,"Nov 25, 2019",$0.04,30000,1170,3000000,"Jul 21, 2020, 05:18 PM",buy,0.0560000017285347,0.0362169225485279
164,MITI,Diamond Lawrence M.,Chief Executive Officer,"Oct 25, 2019",$0.03,100000,2600,2670000,"Jul 21, 2020, 05:18 PM",buy,0.0560000017285347,0.0362169225485279
165,MITI,Diamond Lawrence M.,Chief Executive Officer,"Jul 21, 2020",$0.07,100000,7000,3371324,"Jul 21, 2020, 05:18 PM",buy,0.0560000017285347,0.0362169225485279
166,MITI,Diamond Lawrence M.,Chief Executive Officer,"Nov 11, 2019",$0.02,125412,2634,2970000,"Jul 21, 2020, 05:18 PM",buy,0.0560000017285347,0.0362169225485279
167,MITI,Diamond Lawrence M.,Chief Executive Officer,"Sep 30, 2019",$0.03,570000,15504,570000,"Jul 21, 2020, 05:18 PM",buy,0.0560000017285347,0.0362169225485279
168,MITI,Diamond Lawrence M.,Chief Executive Officer,"Feb 26, 2020",$0.04,171324,6853,3271324,"Jul 21, 2020, 05:18 PM",buy,0.0560000017285347,0.0362169225485279
169,MITI,Diamond Lawrence M.,Chief Executive Officer,"Nov 08, 2019",$0.03,74588,1865,2844588,"Jul 21, 2020, 05:18 PM",buy,0.0560000017285347,0.0362169225485279
170,MITI,Diamond Lawrence M.,Chief Executive Officer,"Jan 23, 2020",$0.03,100000,2990,3100000,"Jul 21, 2020, 05:18 PM",buy,0.0560000017285347,0.0362169225485279
171,MITI,Diamond Lawrence M.,Chief Executive Officer,"Oct 31, 2019",$0.02,100000,1900,2770000,"Jul 21, 2020, 05:18 PM",buy,0.0560000017285347,0.0362169225485279
172,MITI,Diamond Lawrence M.,Chief Executive Officer,"Dec 31, 2019",$25.00,2000,50000,2000,"Jul 21, 2020, 05:18 PM",buy,0.0560000017285347,0.0362169225485279
173,RCEL,McIntyre David,Chief Financial Officer,"Jul 17, 2020",$22.70,393,8921,893,"Jul 21, 2020, 04:18 PM",buy,24.1299991607666,36.940550003051754
174,RCEL,McIntyre David,Chief Financial Officer,"Jul 16, 2020",$23.85,300,7155,500,"Jul 21, 2020, 04:18 PM",buy,24.1299991607666,36.940550003051754
175,PLPC,GIBBONS MICHAEL E,Director,"Jul 21, 2020",$52.99,21,1113,5661,"Jul 21, 2020, 02:57 PM",buy,50.4900016784668,54.396649990081784
176,PLPC,Klaus Andrew S,CFO,"Jul 20, 2020",$50.28,15,754,4015,"Jul 21, 2020, 02:45 PM",buy,50.4900016784668,54.396649990081784
177,MYHI,Pham Judy,10% Owner,"Apr 23, 2020",$0.01,11750000,94000,11750000,"Jul 21, 2020, 02:16 PM",buy,0.01549999974668026,0.011507500032894313
178,RCG,STAHL MURRAY,President and CEO,"Jul 20, 2020",$1.30,200,260,8034,"Jul 21, 2020, 11:42 AM",buy,1.2649999856948853,1.4298750007152556
179,RCG,STAHL MURRAY,President and CEO,"Jul 20, 2020",$1.30,200,260,7834,"Jul 21, 2020, 11:42 AM",buy,1.2649999856948853,1.4298750007152556
180,RCG,STAHL MURRAY,President and CEO,"Jul 20, 2020",$1.30,100,130,7634,"Jul 21, 2020, 11:42 AM",buy,1.2649999856948853,1.4298750007152556
181,RCG,STAHL MURRAY,President and CEO,"Jul 20, 2020",$1.30,50,65,7534,"Jul 21, 2020, 11:42 AM",buy,1.2649999856948853,1.4298750007152556
182,TPL,HORIZON KINETICS ASSET MANAGEMENT LLC,10% Owner,"Jul 20, 2020",$575.01,172,98902,282811,"Jul 21, 2020, 11:26 AM",buy,560.02001953125,618.8715007019043
183,NTWK,GHAURI NAJEEB,CEO,"Jul 20, 2020",$2.91,17264,50290,771583,"Jul 21, 2020, 10:31 AM",buy,3.049999952316284,3.4912000060081483
184,RZLT,"HANDOK, INC.",10% Owner,"Jul 17, 2020",$0.21,250000,52175,92777587,"Jul 21, 2020, 10:14 AM",buy,0.3199999928474426,0.11643000010401011
185,RZLT,"HANDOK, INC.",10% Owner,"Jul 20, 2020",$0.26,250000,65650,93027587,"Jul 21, 2020, 10:14 AM",buy,0.3199999928474426,0.11643000010401011
186,YORW,Rasmussen Steven R,Director,"Jul 20, 2020",$47.49,13,617,2325635,"Jul 21, 2020, 09:31 AM",buy,48.459999084472656,44.544150028228756
187,KXIN,Shareholder Value Fund,10% Owner,"Jul 06, 2020",$1.00,4213629,4213629,9413200,"Jul 21, 2020, 06:03 AM",buy,0.9502999782562256,1.1151964968442918
188,KXIN,Shareholder Value Fund,10% Owner,"Apr 30, 2019",$1.32,5119571,6775752,5119571,"Jul 21, 2020, 06:03 AM",buy,0.9502999782562256,1.1151964968442918
189,BLI,LUCIER GREGORY T,Director,"Jul 16, 2020",$22.00,22727,499994,22727,"Jul 20, 2020, 09:48 PM",buy,59.5,59.94166564941406
190,VBFC,LEHMAN KENNETH R,10% Owner,"Jul 16, 2020",$28.99,1250,36237,755329,"Jul 20, 2020, 07:23 PM",buy,29.35110092163086,33.186155529022216
191,GFN,Kluckman Jeffrey A,Executive Vice President,"Jul 20, 2020",$99.01,100,9901,438,"Jul 20, 2020, 05:45 PM",buy,6.090000152587891,8.138649997711182
192,GES,ALBERINI CARLOS,CEO and Director,"Jul 16, 2020",$10.17,100000,1017000,238943,"Jul 20, 2020, 05:35 PM",buy,10.550000190734863,14.441650054454804
193,CCEL,Portnoy Mark L.,Co-Chief Executive Officer,"Jul 20, 2020",$8.00,500,4000,38,"Jul 20, 2020, 05:34 PM",buy,8.399999618530273,7.291700022220612
194,CCEL,Portnoy Mark L.,Co-Chief Executive Officer,"Jul 16, 2020",$7.96,1381,10996,37766,"Jul 20, 2020, 05:34 PM",buy,8.399999618530273,7.291700022220612
195,UGI,Dosch Ted A,Director,"Jan 29, 2020",$42.53,2000,85060,2000,"Jul 20, 2020, 05:04 PM",buy,32.83000183105469,37.20874989509583
196,AA,Nevels James E,Director,"Jul 17, 2020",$13.66,200,2732,28572,"Jul 20, 2020, 04:32 PM",buy,12.75,14.145950040817262
197,BTN,"Fundamental Global Investors, LLC",Director,"Jul 16, 2020",$1.55,2720,4208,142681,"Jul 20, 2020, 04:30 PM",buy,1.6100000143051147,2.327349994182587
198,BTN,"Fundamental Global Investors, LLC",Director,"Jul 16, 2020",$1.55,5050,7813,1951561,"Jul 20, 2020, 04:30 PM",buy,1.6100000143051147,2.327349994182587
199,BTN,"Fundamental Global Investors, LLC",Director,"Jul 17, 2020",$1.62,1225,1990,143906,"Jul 20, 2020, 04:30 PM",buy,1.6100000143051147,2.327349994182587
200,BTN,"Fundamental Global Investors, LLC",Director,"Jul 17, 2020",$1.62,2275,3696,1953836,"Jul 20, 2020, 04:30 PM",buy,1.6100000143051147,2.327349994182587
201,BTN,"Fundamental Global Investors, LLC",Director,"Jul 17, 2020",$1.62,1225,1990,143906,"Jul 20, 2020, 04:30 PM",buy,1.6100000143051147,2.327349994182587
202,BTN,"Fundamental Global Investors, LLC",Director,"Jul 17, 2020",$1.62,2275,3696,1953836,"Jul 20, 2020, 04:30 PM",buy,1.6100000143051147,2.327349994182587
203,BTN,"Fundamental Global Investors, LLC",Director,"Jul 16, 2020",$1.55,2720,4208,142681,"Jul 20, 2020, 04:30 PM",buy,1.6100000143051147,2.327349994182587
204,BTN,"Fundamental Global Investors, LLC",Director,"Jul 16, 2020",$1.55,5050,7813,1951561,"Jul 20, 2020, 04:30 PM",buy,1.6100000143051147,2.327349994182587
205,BKTI,"Fundamental Global Investors, LLC",Director,"Jul 17, 2020",$3.36,193,649,1353949,"Jul 20, 2020, 04:29 PM",buy,3.190000057220459,2.837149996161461
206,BKTI,"Fundamental Global Investors, LLC",Director,"Jul 16, 2020",$3.39,639,2164,1353756,"Jul 20, 2020, 04:29 PM",buy,3.190000057220459,2.837149996161461
207,AVCT,MATHY KENT,Director,"Jul 13, 2020",$3.06,60000,183600,60000,"Jul 20, 2020, 04:06 PM",buy,3.7100000381469727,6.359355750499955
208,OTIVF,Hardardottir Sandra B,Director,"Jul 17, 2020",$0.20,1000000,200000,1506803,"Jul 20, 2020, 03:37 PM",buy,0.675000011920929,0.302574999704957
209,OTIVF,Ivy Jerry Lafe JR,10% Owner,"Jul 17, 2020",$0.31,1779902,558755,14777477,"Jul 20, 2020, 03:33 PM",buy,0.675000011920929,0.302574999704957
210,OTIVF,Ivy Jerry Lafe JR,10% Owner,"Apr 16, 2020",$0.20,4800000,960000,13997575,"Jul 20, 2020, 03:29 PM",buy,0.675000011920929,0.302574999704957
211,OTIVF,Ivy Marlene,10% Owner,"Jul 17, 2020",$0.46,779902,358755,0,"Jul 20, 2020, 03:23 PM",buy,0.675000011920929,0.302574999704957
212,MMLP,MARTIN RUBEN S,President and CEO,"Jul 20, 2020",$1.79,5580,9969,448547,"Jul 20, 2020, 01:53 PM",buy,2.450000047683716,2.942599994838238
213,MMLP,Shoup Scot A,Senior VP Operations,"Jul 20, 2020",$1.79,2259,4036,17461,"Jul 20, 2020, 01:52 PM",buy,2.450000047683716,2.942599994838238
214,MMLP,BONDURANT ROBERT D,Executive VP and CFO,"Jul 20, 2020",$1.79,3644,6510,104364,"Jul 20, 2020, 01:52 PM",buy,2.450000047683716,2.942599994838238
215,NTWK,GHAURI NAJEEB,CEO,"Jul 17, 2020",$2.78,11462,31864,754319,"Jul 20, 2020, 12:51 PM",buy,3.049999952316284,3.4912000060081483
216,TEAF,BIRZER H KEVIN,Director,"Jul 16, 2020",$11.11,100,1111,6603,"Jul 20, 2020, 12:29 PM",buy,10.890000343322754,13.64296998500824
217,NDP,BIRZER H KEVIN,Director,"Jul 16, 2020",$11.70,100,1170,993,"Jul 20, 2020, 12:26 PM",buy,11.8100004196167,21.27764998912811
218,TTP,BIRZER H KEVIN,Director,"Jul 16, 2020",$14.01,100,1401,2075,"Jul 20, 2020, 12:20 PM",buy,14.270000457763672,32.29689992904663
219,TPZ,BIRZER H KEVIN,Director,"Jul 16, 2020",$8.98,100,898,3350,"Jul 20, 2020, 12:08 PM",buy,9.050000190734863,12.806299977302551
220,RCG,STAHL MURRAY,President and CEO,"Jul 17, 2020",$1.31,100,131,7084,"Jul 20, 2020, 11:58 AM",buy,1.2649999856948853,1.4298750007152556
221,RCG,STAHL MURRAY,President and CEO,"Jul 17, 2020",$1.31,50,65,6984,"Jul 20, 2020, 11:58 AM",buy,1.2649999856948853,1.4298750007152556
222,RCG,STAHL MURRAY,President and CEO,"Jul 17, 2020",$1.31,200,262,7484,"Jul 20, 2020, 11:58 AM",buy,1.2649999856948853,1.4298750007152556
223,RCG,STAHL MURRAY,President and CEO,"Jul 17, 2020",$1.31,200,262,7284,"Jul 20, 2020, 11:58 AM",buy,1.2649999856948853,1.4298750007152556
224,NTG,BIRZER H KEVIN,Director,"Jul 16, 2020",$16.84,100,1684,1460,"Jul 20, 2020, 11:55 AM",buy,17.260000228881836,62.97649986505508
225,TYG,BIRZER H KEVIN,Director,"Jul 16, 2020",$16.37,100,1637,17519,"Jul 20, 2020, 11:51 AM",buy,16.559999465942383,44.098099825382235
226,TPL,HORIZON KINETICS ASSET MANAGEMENT LLC,10% Owner,"Jul 17, 2020",$585.71,172,100742,282639,"Jul 20, 2020, 11:33 AM",buy,560.02001953125,618.8715007019043
227,TEAF,BERNEY RAND C,Director,"Jul 17, 2020",$11.11,1000,11110,1000,"Jul 20, 2020, 11:09 AM",buy,10.890000343322754,13.64296998500824
228,TPZ,BERNEY RAND C,Director,"Jul 16, 2020",$9.04,884,7991,1992,"Jul 20, 2020, 11:03 AM",buy,9.050000190734863,12.806299977302551
229,ELA,Pedersen Bret Allen,CFO,"Jul 17, 2020",$3.91,255,997,49303,"Jul 20, 2020, 08:53 AM",buy,4.099999904632568,4.099999904632568
230,DMS,Lea Lyndon,Director,"Jul 15, 2020",$9.36,2000000,18719999,2000000,"Jul 17, 2020, 09:58 PM",buy,6.75,8.892416636149088
231,GDL,GABELLI MARIO J,Director,"Jul 15, 2020",$3.31,1870,6190,2532695,"Jul 17, 2020, 09:27 PM",buy,8.34000015258789,8.66844997882843
232,EQS,Hardy John A.,CEO,"Jul 16, 2020",$1.17,3228024,3776788,3728024,"Jul 17, 2020, 06:32 PM",buy,1.309999942779541,1.4077000001072884
233,HCAP,Jolson Joseph A,Chief Executive Officer,"Jul 17, 2020",$4.00,464,1856,839364,"Jul 17, 2020, 04:41 PM",buy,4.050000190734863,6.724500005245209
234,HCAP,Jolson Joseph A,Chief Executive Officer,"Jul 16, 2020",$4.00,1194,4776,838900,"Jul 17, 2020, 04:41 PM",buy,4.050000190734863,6.724500005245209
235,PTVCA / B,Edgecliffe-Johnson Jeremy David,Chief Executive Officer,"Aug 26, 2019",$15.61,3125,48781,166967,"Jul 17, 2020, 04:18 PM",buy,n/a,n/a
236,PSTL,Spodek Andrew,CEO and Director,"Jul 15, 2020",$13.75,3195,43931,33695,"Jul 17, 2020, 04:16 PM",buy,14.09000015258789,15.778344955444336
237,PSTL,Spodek Andrew,CEO and Director,"Jul 16, 2020",$13.00,75000,975000,108695,"Jul 17, 2020, 04:16 PM",buy,14.09000015258789,15.778344955444336
238,CVLB,Walters Happy David,Director,"Jul 16, 2020",$0.81,1300,1047,426300,"Jul 17, 2020, 04:15 PM",buy,1.0399999618530273,0.24875000048428775
239,BATRA,"GAMCO INVESTORS, INC. ET AL",10% Owner,"Jul 07, 2020",$18.34,200,3668,1400,"Jul 17, 2020, 04:02 PM",buy,19.09000015258789,24.28095004081726
240,BATRA,"GAMCO INVESTORS, INC. ET AL",10% Owner,"Jul 15, 2020",$19.50,1000,19505,5000,"Jul 17, 2020, 04:02 PM",buy,19.09000015258789,24.28095004081726
241,BATRA,"GAMCO INVESTORS, INC. ET AL",10% Owner,"Apr 09, 2020",$18.08,6494,117379,8500,"Jul 17, 2020, 04:02 PM",buy,19.09000015258789,24.28095004081726
242,GABC,SEGER THOMAS W,Director,"Jul 15, 2020",$30.07,665,20000,373126,"Jul 17, 2020, 02:46 PM",buy,29.6299991607666,31.231449918746947
243,GABC,Wagler Tyson J,Director,"Jul 15, 2020",$30.07,665,20000,3265,"Jul 17, 2020, 02:40 PM",buy,29.6299991607666,31.231449918746947
244,GABC,Snowden Raymond Ward,Director,"Jul 15, 2020",$30.07,665,20000,32364,"Jul 17, 2020, 02:22 PM",buy,29.6299991607666,31.231449918746947
245,GABC,SHEIDLER JACK,Director,"Jul 15, 2020",$30.07,665,20000,52073,"Jul 17, 2020, 02:12 PM",buy,29.6299991607666,31.231449918746947
246,GABC,Ramsey Chris A,Director,"Jul 15, 2020",$30.07,665,20000,22864,"Jul 17, 2020, 02:08 PM",buy,29.6299991607666,31.231449918746947
247,GABC,Ryan Christina M,Director,"Jul 15, 2020",$30.07,665,20000,3769,"Jul 17, 2020, 02:00 PM",buy,29.6299991607666,31.231449918746947
248,GABC,KELLY JASON M,Director,"Jul 15, 2020",$30.07,665,20000,3321,"Jul 17, 2020, 01:55 PM",buy,29.6299991607666,31.231449918746947
249,GABC,KELLY JASON M,Director,"Jul 15, 2020",$30.07,665,20000,3321,"Jul 17, 2020, 01:54 PM",buy,29.6299991607666,31.231449918746947
250,GABC,Fine Marc D,Director,"Jul 15, 2020",$30.07,166,4992,38639,"Jul 17, 2020, 01:49 PM",buy,29.6299991607666,31.231449918746947
251,GABC,Bawel Zachary W,Director,"Jul 15, 2020",$30.07,665,20000,7777,"Jul 17, 2020, 01:34 PM",buy,29.6299991607666,31.231449918746947
252,MNR,LANDY MICHAEL P,President and CEO,"Jul 15, 2020",$13.49,74,998,444592,"Jul 17, 2020, 01:17 PM",buy,14.039999961853027,13.87164999961853
253,HYDI,DYCK MARTIN C,COO,"Jul 16, 2020",$1.90,100,190,2400,"Jul 17, 2020, 01:07 PM",buy,2.0999999046325684,1.3909499913454055
254,HYDI,DYCK MARTIN C,COO,"Jul 17, 2020",$1.90,100,190,2500,"Jul 17, 2020, 01:07 PM",buy,2.0999999046325684,1.3909499913454055
255,PETV,Johnson Scott Mitchell,Director,"Jul 16, 2020",$0.80,5000,4000,544152,"Jul 17, 2020, 01:01 PM",buy,0.7900000214576721,0.4580629526078701
256,MNR,Miller Kevin S.,Chief Financial Officer,"Jul 15, 2020",$13.49,74,998,54865,"Jul 17, 2020, 12:12 PM",buy,14.039999961853027,13.87164999961853
257,RCG,STAHL MURRAY,President and CEO,"Jul 16, 2020",$1.30,100,130,6534,"Jul 17, 2020, 12:11 PM",buy,1.2649999856948853,1.4298750007152556
258,RCG,STAHL MURRAY,President and CEO,"Jul 16, 2020",$1.30,50,65,6434,"Jul 17, 2020, 12:11 PM",buy,1.2649999856948853,1.4298750007152556
259,RCG,STAHL MURRAY,President and CEO,"Jul 16, 2020",$1.30,200,261,6934,"Jul 17, 2020, 12:11 PM",buy,1.2649999856948853,1.4298750007152556
260,RCG,STAHL MURRAY,President and CEO,"Jul 16, 2020",$1.30,200,261,6734,"Jul 17, 2020, 12:11 PM",buy,1.2649999856948853,1.4298750007152556
261,PGAS,Traios Christos P,President/CEO,"Jul 15, 2020",$0.15,230000,34960,3571817,"Jul 17, 2020, 11:54 AM",buy,0.03099999949336052,0.3099280989542603
262,HY,RANKIN ALISON A,Member of a Group,"Jul 05, 2019",$53.19,38,2021,45857,"Jul 17, 2020, 11:43 AM",buy,37.880001068115234,46.79395001411438
263,TPL,HORIZON KINETICS ASSET MANAGEMENT LLC,10% Owner,"Jul 16, 2020",$582.43,172,100178,282467,"Jul 17, 2020, 11:42 AM",buy,560.02001953125,618.8715007019043
264,YORW,DOTZEL CYNTHIA,Director,"Jul 15, 2020",$44.56,49,2183,15068,"Jul 17, 2020, 11:11 AM",buy,48.459999084472656,44.544150028228756
265,YORW,DOTZEL CYNTHIA,Director,"Jul 16, 2020",$47.88,13,622,15081,"Jul 17, 2020, 11:11 AM",buy,48.459999084472656,44.544150028228756
266,RZLT,"HANDOK, INC.",10% Owner,"Jul 16, 2020",$0.19,250000,46650,92527587,"Jul 17, 2020, 10:51 AM",buy,0.3199999928474426,0.11643000010401011
267,CNBKA,EVANGELISTA PAUL A,Executive Vice President,"Jul 16, 2020",$79.40,2,159,5964,"Jul 17, 2020, 10:24 AM",buy,74.97000122070312,78.15489994049072
268,FRAF,Cekovich Ronald L,SVP,"Jul 15, 2020",$24.50,4,98,7606,"Jul 17, 2020, 08:54 AM",buy,24.219999313354492,31.196500024795533
269,FRAF,Carmack Karen K,SVP,"Jul 15, 2020",$24.50,1,25,1427,"Jul 17, 2020, 08:52 AM",buy,24.219999313354492,31.196500024795533
270,YORW,Wheeler Mark A,Chief Operating Officer,"Jul 16, 2020",$45.27,99,4482,463,"Jul 17, 2020, 08:35 AM",buy,48.459999084472656,44.544150028228756
271,YORW,Wheeler Mark A,Chief Operating Officer,"Jul 15, 2020",$44.56,1,45,364,"Jul 17, 2020, 08:35 AM",buy,48.459999084472656,44.544150028228756
272,YORW,Snyder Mark S,VP- Engineering,"Jul 16, 2020",$45.27,17,770,2102,"Jul 17, 2020, 08:26 AM",buy,48.459999084472656,44.544150028228756
273,YORW,Snyder Mark S,VP- Engineering,"Jul 15, 2020",$44.56,8,356,2085,"Jul 17, 2020, 08:26 AM",buy,48.459999084472656,44.544150028228756
274,YORW,Poff Matthew E,Chief Financial Officer,"Jul 16, 2020",$45.27,3,136,1646,"Jul 17, 2020, 08:18 AM",buy,48.459999084472656,44.544150028228756
275,YORW,Poff Matthew E,Chief Financial Officer,"Jul 15, 2020",$44.56,7,312,1643,"Jul 17, 2020, 08:18 AM",buy,48.459999084472656,44.544150028228756
276,YORW,Hand Joseph Thomas,President & CEO,"Jul 16, 2020",$45.27,172,7787,15799,"Jul 17, 2020, 08:07 AM",buy,48.459999084472656,44.544150028228756
277,YORW,Hand Joseph Thomas,President & CEO,"Jul 15, 2020",$44.56,63,2807,15627,"Jul 17, 2020, 08:07 AM",buy,48.459999084472656,44.544150028228756
278,NKTX,GLAXOSMITHKLINE PLC,Director,"Jul 14, 2020",$18.00,833333,14999994,3150732,"Jul 16, 2020, 08:13 PM",buy,28.700000762939453,35.66181807084517
279,GRWC,Kennedy Terry Joe,CEO and President,"Jun 24, 2020",$0.05,2135275,106764,1200000,"Jul 16, 2020, 07:35 PM",buy,0.06960000097751617,0.06069799965247512
280,UMH,Mitchell William Edward,Director,"Jul 15, 2020",$11.88,421,4999,4011,"Jul 16, 2020, 06:22 PM",buy,12.119999885559082,13.748249983787536
281,FUNC,Rodeheaver Carissa Lynn,"Chairman, President & CEO","Jul 15, 2020",$11.96,334,3994,23960,"Jul 16, 2020, 06:03 PM",buy,10.960000038146973,18.91395001411438
282,NCNO,Orenstein Gregory,Chief Corp Dev & Legal Officer,"Jul 16, 2020",$31.00,1000,31000,1000,"Jul 16, 2020, 06:03 PM",buy,73.83999633789062,75.04999881320529
283,NCNO,Glover Joshua L,Chief Revenue Officer,"Jul 16, 2020",$31.00,250,7750,70037,"Jul 16, 2020, 06:02 PM",buy,73.83999633789062,75.04999881320529
284,NCNO,Sellers Jeanette,VP of Accounting,"Jul 16, 2020",$31.00,850,26350,850,"Jul 16, 2020, 06:01 PM",buy,73.83999633789062,75.04999881320529
285,NCNO,Collins Steven A,Director,"Jul 16, 2020",$31.00,32250,999750,32250,"Jul 16, 2020, 06:00 PM",buy,73.83999633789062,75.04999881320529
286,BCLI,Abbhi Sankesh,Director,"Jul 15, 2020",$12.99,46779,607659,2164530,"Jul 16, 2020, 05:15 PM",buy,15.59000015258789,6.160000007152558
287,BCLI,Setboun David,EVP and COO,"Jul 16, 2020",$12.95,5000,64740,55000,"Jul 16, 2020, 05:10 PM",buy,15.59000015258789,6.160000007152558
288,SPE,GOLDSTEIN PHILLIP,Chairman and Secretary,"Jul 15, 2020",$11.74,1431,16800,3862,"Jul 16, 2020, 05:00 PM",buy,11.84000015258789,12.5485999751091
289,SPE,GOLDSTEIN PHILLIP,Chairman and Secretary,"Jul 15, 2020",$11.74,11405,133895,113721,"Jul 16, 2020, 05:00 PM",buy,11.84000015258789,12.5485999751091
290,NKTK,"New Enterprise Associates 15, L.P.",10% Owner,"Jul 14, 2020",$18.00,666666,11999988,2902115,"Jul 16, 2020, 05:00 PM",buy,n/a,n/a
291,NKTK,SANDELL SCOTT D,10% Owner,"Jul 14, 2020",$18.00,666666,11999988,2902115,"Jul 16, 2020, 05:00 PM",buy,n/a,n/a
292,NKTK,Sonsini Peter W.,10% Owner,"Jul 14, 2020",$18.00,666666,11999988,2902115,"Jul 16, 2020, 05:00 PM",buy,n/a,n/a
293,NKTK,Makhzoumi Mohamad,10% Owner,"Jul 14, 2020",$18.00,666666,11999988,2902115,"Jul 16, 2020, 05:00 PM",buy,n/a,n/a
294,NKTK,MAKOWER JOSHUA,10% Owner,"Jul 14, 2020",$18.00,666666,11999988,2902115,"Jul 16, 2020, 05:00 PM",buy,n/a,n/a
295,NKTK,BASKETT FOREST,10% Owner,"Jul 14, 2020",$18.00,666666,11999988,2902115,"Jul 16, 2020, 05:00 PM",buy,n/a,n/a
296,NKTK,Florence Anthony A. Jr.,10% Owner,"Jul 14, 2020",$18.00,666666,11999988,2902115,"Jul 16, 2020, 05:00 PM",buy,n/a,n/a
297,NKTX,Novo Holdings A/S,10% Owner,"Jul 14, 2020",$18.00,555555,9999990,2793865,"Jul 16, 2020, 04:41 PM",buy,28.700000762939453,35.66181807084517
298,HONE,CASEY JOSEPH F,President and COO,"May 05, 2020",$7.65,1516,11596,252919,"Jul 16, 2020, 04:35 PM",buy,8.960000038146973,9.37165001153946
299,NKTX,"RA CAPITAL MANAGEMENT, L.P.",10% Owner,"Jul 14, 2020",$18.00,3333333,59999994,5605129,"Jul 16, 2020, 04:30 PM",buy,28.700000762939453,35.66181807084517
300,PRSP,Curtis John M,"Director, CEO","Jul 15, 2020",$21.97,18354,403237,242109,"Jul 16, 2020, 04:13 PM",buy,21.600000381469727,23.96785002708435
301,LGL,GABELLI MARIO J,10% Owner,"Jul 15, 2020",$8.51,1539,13104,500675,"Jul 16, 2020, 04:03 PM",buy,8.520000457763672,10.970199956893921
302,YORW,Colon Natalee,VP- Human Resources,"Jul 16, 2020",$45.27,11,498,670,"Jul 16, 2020, 03:22 PM",buy,48.459999084472656,44.544150028228756
303,YORW,Colon Natalee,VP- Human Resources,"Jul 15, 2020",$44.56,3,134,658,"Jul 16, 2020, 03:22 PM",buy,48.459999084472656,44.544150028228756
304,YORW,BRACEY VERNON L,VP- Customer Service,"Jul 15, 2020",$44.56,3,134,827,"Jul 16, 2020, 03:15 PM",buy,48.459999084472656,44.544150028228756
305,YORW,BRACEY VERNON L,VP- Customer Service,"Jul 16, 2020",$45.27,11,498,838,"Jul 16, 2020, 03:15 PM",buy,48.459999084472656,44.544150028228756
306,ARLO,Summers Grady,Director,"Jul 15, 2020",$2.95,483,1425,129703,"Jul 16, 2020, 02:54 PM",buy,3.440000057220459,3.0880500161647797
307,HOFV,Buzzelli Anthony J.,Director,"Jul 14, 2020",$5.67,680,3856,22000,"Jul 16, 2020, 02:53 PM",buy,5.440000057220459,8.549375116825104
308,NRIM,CASH LARRY S,Director,"Apr 30, 2020",$23.30,834,19434,3360,"Jul 16, 2020, 02:40 PM",buy,22.989999771118164,31.037549982070924
309,QCRH,Ziegler Marie Z.,Director,"Jul 16, 2020",$28.54,230,6565,26600,"Jul 16, 2020, 01:40 PM",buy,29.049999237060547,35.25329999923706
310,RCG,STAHL MURRAY,President and CEO,"Jul 15, 2020",$1.28,100,128,5984,"Jul 16, 2020, 12:57 PM",buy,1.2649999856948853,1.4298750007152556
311,RCG,STAHL MURRAY,President and CEO,"Jul 15, 2020",$1.28,50,64,5884,"Jul 16, 2020, 12:57 PM",buy,1.2649999856948853,1.4298750007152556
312,RCG,STAHL MURRAY,President and CEO,"Jul 15, 2020",$1.28,200,257,6384,"Jul 16, 2020, 12:57 PM",buy,1.2649999856948853,1.4298750007152556
313,RCG,STAHL MURRAY,President and CEO,"Jul 15, 2020",$1.28,200,257,6184,"Jul 16, 2020, 12:57 PM",buy,1.2649999856948853,1.4298750007152556
314,RCG,STAHL MURRAY,President and CEO,"Jul 10, 2020",$1.28,100,128,5284,"Jul 16, 2020, 12:31 PM",buy,1.2649999856948853,1.4298750007152556
315,RCG,STAHL MURRAY,President and CEO,"Jul 10, 2020",$1.28,100,128,5184,"Jul 16, 2020, 12:31 PM",buy,1.2649999856948853,1.4298750007152556
316,RCG,STAHL MURRAY,President and CEO,"Jul 10, 2020",$1.28,25,32,5084,"Jul 16, 2020, 12:31 PM",buy,1.2649999856948853,1.4298750007152556
317,RCG,STAHL MURRAY,President and CEO,"Jul 10, 2020",$1.28,100,128,5384,"Jul 16, 2020, 12:31 PM",buy,1.2649999856948853,1.4298750007152556
318,KFS,Fitzgerald John Taylor Maloney,President and CEO,"Jul 15, 2020",$2.44,854,2083,987873,"Jul 16, 2020, 11:46 AM",buy,2.6308999061584473,2.010454507470131
